DATE,TAVG,TMAX,TMIN
19780408,-9999,81,47
19780409,-9999,81,56
19780410,-9999,80,52
19780411,-9999,62,45
19780412,-9999,70,45
19780413,-9999,62,42
19780414,-9999,64,37
19780415,-9999,65,49
19780416,-9999,53,43
19780417,-9999,70,41
19780418,-9999,72,54
19780419,-9999,54,46
19780420,-9999,48,39
19780421,-9999,48,35
19780422,-9999,59,32
19780423,-9999,72,50
19780424,-9999,70,42
19780425,-9999,57,43
19780426,-9999,68,48
19780427,-9999,69,41
19780428,-9999,70,41
19780429,-9999,66,51
19780430,-9999,70,53
19780501,-9999,60,44
19780502,-9999,64,36
19780503,-9999,63,40
19780504,-9999,61,48
19780505,-9999,57,42
19780506,-9999,65,42
19780507,-9999,60,54
19780508,-9999,80,57
19780509,-9999,71,49
19780510,-9999,78,48
19780511,-9999,79,52
19780512,-9999,75,61
19780513,-9999,61,50
19780514,-9999,54,47
19780515,-9999,55,48
19780516,-9999,67,52
19780517,-9999,72,50
19780518,-9999,78,51
19780519,-9999,83,53
19780520,-9999,84,60
19780521,-9999,78,57
19780522,-9999,80,56
19780523,-9999,87,66
19780524,-9999,85,67
19780525,-9999,89,64
19780526,-9999,88,66
19780527,-9999,88,61
19780528,-9999,90,61
19780529,-9999,90,68
19780530,-9999,86,63
19780531,-9999,90,58
19780601,-9999,93,63
19780602,-9999,72,63
19780603,-9999,81,57
19780604,-9999,85,53
19780605,-9999,88,60
19780606,-9999,83,68
19780607,-9999,86,68
19780608,-9999,84,62
19780609,-9999,82,57
19780610,-9999,85,51
19780611,-9999,93,57
19780612,-9999,93,63
19780613,-9999,82,59
19780614,-9999,83,50
19780615,-9999,87,55
19780616,-9999,95,64
19780617,-9999,96,76
19780618,-9999,95,71
19780619,-9999,86,68
19780620,-9999,90,67
19780621,-9999,82,62
19780622,-9999,84,57
19780623,-9999,81,62
19780624,-9999,94,63
19780625,-9999,97,74
19780626,-9999,101,80
19780627,-9999,102,74
19780628,-9999,99,76
19780629,-9999,101,77
19780630,-9999,99,73
19780701,-9999,99,70
19780702,-9999,89,71
19780703,-9999,88,71
19780704,-9999,85,70
19780705,-9999,87,66
19780706,-9999,92,65
19780707,-9999,95,75
19780708,-9999,93,75
19780709,-9999,88,74
19780710,-9999,80,69
19780711,-9999,81,61
19780712,-9999,86,63
19780713,-9999,87,73
19780714,-9999,91,75
19780715,-9999,80,67
19780716,-9999,86,64
19780717,-9999,88,67
19780718,-9999,88,65
19780719,-9999,92,67
19780720,-9999,96,71
19780721,-9999,96,78
19780722,-9999,96,75
19780723,-9999,96,71
19780724,-9999,81,69
19780725,-9999,86,70
19780726,-9999,92,68
19780727,-9999,86,68
19780728,-9999,85,65
19780729,-9999,95,65
19780730,-9999,92,72
19780731,-9999,82,65
19780801,-9999,88,63
19780802,-9999,92,71
19780803,-9999,86,71
19780804,-9999,76,63
19780805,-9999,78,62
19780806,-9999,78,65
19780807,-9999,84,62
19780808,-9999,88,59
19780809,-9999,90,70
19780810,-9999,91,70
19780811,-9999,84,70
19780812,-9999,88,69
19780813,-9999,89,68
19780814,-9999,90,67
19780815,-9999,92,70
19780816,-9999,92,67
19780817,-9999,94,63
19780818,-9999,92,68
19780819,-9999,91,67
19780820,-9999,83,58
19780821,-9999,85,55
19780822,-9999,87,55
19780823,-9999,93,59
19780824,-9999,97,69
19780825,-9999,99,70
19780826,-9999,93,64
19780827,-9999,96,70
19780828,-9999,94,71
19780829,-9999,78,68
19780830,-9999,70,64
19780831,-9999,80,60
19780901,-9999,83,56
19780902,-9999,86,56
19780903,-9999,87,58
19780904,-9999,82,65
19780905,-9999,82,58
19780906,-9999,88,60
19780907,-9999,90,64
19780908,-9999,90,64
19780909,-9999,89,64
19780910,-9999,88,67
19780911,-9999,88,67
19780912,-9999,81,71
19780913,-9999,88,68
19780914,-9999,83,65
19780915,-9999,84,59
19780916,-9999,79,69
19780917,-9999,90,71
19780918,-9999,89,74
19780919,-9999,91,68
19780920,-9999,91,69
19780921,-9999,83,64
19780922,-9999,74,53
19780923,-9999,76,50
19780924,-9999,79,51
19780925,-9999,79,51
19780926,-9999,80,47
19780927,-9999,83,54
19780928,-9999,74,49
19780929,-9999,80,45
19780930,-9999,72,55
19781001,-9999,69,48
19781002,-9999,74,45
19781003,-9999,65,52
19781004,-9999,74,45
19781005,-9999,73,48
19781006,-9999,60,45
19781007,-9999,56,39
19781008,-9999,62,34
19781009,-9999,72,37
19781010,-9999,75,47
19781011,-9999,72,57
19781012,-9999,84,59
19781013,-9999,63,46
19781014,-9999,57,35
19781015,-9999,58,33
19781016,-9999,52,41
19781017,-9999,62,33
19781018,-9999,69,35
19781019,-9999,66,42
19781020,-9999,74,38
19781021,-9999,81,41
19781022,-9999,83,47
19781023,-9999,66,37
19781024,-9999,60,33
19781025,-9999,70,34
19781026,-9999,64,36
19781027,-9999,62,33
19781028,-9999,65,36
19781029,-9999,66,39
19781030,-9999,73,38
19781031,-9999,71,46
19781101,-9999,71,46
19781102,-9999,74,42
19781103,-9999,73,42
19781104,-9999,74,41
19781105,-9999,77,45
19781106,-9999,68,45
19781107,-9999,53,33
19781108,-9999,56,29
19781109,-9999,63,31
19781110,-9999,66,33
19781111,-9999,72,41
19781112,-9999,68,51
19781113,-9999,78,56
19781114,-9999,66,44
19781115,-9999,45,40
19781116,-9999,52,43
19781117,-9999,65,44
19781118,-9999,46,44
19781119,-9999,51,39
19781120,-9999,50,39
19781121,-9999,48,41
19781122,-9999,47,42
19781123,-9999,58,47
19781124,-9999,50,28
19781125,-9999,48,28
19781126,-9999,47,42
19781127,-9999,49,38
19781128,-9999,42,29
19781129,-9999,52,30
19781130,-9999,48,29
19781201,-9999,55,27
19781202,-9999,59,32
19781203,-9999,62,34
19781204,-9999,34,27
19781205,-9999,51,30
19781206,-9999,49,29
19781207,-9999,56,37
19781208,-9999,37,24
19781209,-9999,27,20
19781210,-9999,28,14
19781211,-9999,37,25
19781212,-9999,47,25
19781213,-9999,43,33
19781214,-9999,40,23
19781215,-9999,47,33
19781216,-9999,48,35
19781217,-9999,45,28
19781218,-9999,44,32
19781219,-9999,49,32
19781220,-9999,63,35
19781221,-9999,36,29
19781222,-9999,47,26
19781223,-9999,47,24
19781224,-9999,42,30
19781225,-9999,39,24
19781226,-9999,37,22
19781227,-9999,35,17
19781228,-9999,43,21
19781229,-9999,49,34
19781230,-9999,47,43
19781231,-9999,59,36
19790101,-9999,36,16
19790102,-9999,16,3
19790103,-9999,21,5
19790104,-9999,24,16
19790105,-9999,21,15
19790106,-9999,22,15
19790107,-9999,22,14
19790108,-9999,14,-3
19790109,-9999,29,8
19790110,-9999,16,5
19790111,-9999,18,3
19790112,-9999,34,18
19790113,-9999,40,21
19790114,-9999,24,-3
19790115,-9999,28,-7
19790116,-9999,39,25
19790117,-9999,43,28
19790118,-9999,31,20
19790119,-9999,38,27
19790120,-9999,39,33
19790121,-9999,34,25
19790122,-9999,29,21
19790123,-9999,40,24
19790124,-9999,39,13
19790125,-9999,26,8
19790126,-9999,32,11
19790127,-9999,30,24
19790128,-9999,25,19
19790129,-9999,19,6
19790130,-9999,21,6
19790131,-9999,19,8
19790201,-9999,15,-1
19790202,-9999,31,-4
19790203,-9999,35,28
19790204,-9999,28,5
19790205,-9999,16,0
19790206,-9999,34,5
19790207,-9999,30,0
19790208,-9999,19,-2
19790209,-9999,14,-9
19790210,-9999,24,-3
19790211,-9999,37,11
19790212,-9999,42,20
19790213,-9999,31,16
19790214,-9999,41,27
19790215,-9999,54,35
19790216,-9999,36,18
19790217,-9999,27,12
19790218,-9999,23,7
19790219,-9999,25,-3
19790220,-9999,41,7
19790221,-9999,52,35
19790222,-9999,51,32
19790223,-9999,61,38
19790224,-9999,40,35
19790225,-9999,36,28
19790226,-9999,33,24
19790227,-9999,42,20
19790228,-9999,46,30
19790301,-9999,46,38
19790302,-9999,57,38
19790303,-9999,63,48
19790304,-9999,62,38
19790305,-9999,39,36
19790306,-9999,53,30
19790307,-9999,51,33
19790308,-9999,43,34
19790309,-9999,56,38
19790310,-9999,40,28
19790311,-9999,41,19
19790312,-9999,52,29
19790313,-9999,65,38
19790314,-9999,48,32
19790315,-9999,38,25
19790316,-9999,53,23
19790317,-9999,66,31
19790318,-9999,74,51
19790319,-9999,63,57
19790320,-9999,61,57
19790321,-9999,64,53
19790322,-9999,72,53
19790323,-9999,65,47
19790324,-9999,48,32
19790325,-9999,32,27
19790326,-9999,40,30
19790327,-9999,47,36
19790328,-9999,72,39
19790329,-9999,65,56
19790330,-9999,64,56
19790331,-9999,59,44
19790401,-9999,55,43
19790402,-9999,55,42
19790403,-9999,57,35
19790404,-9999,48,41
19790405,-9999,61,36
19790406,-9999,44,29
19790407,-9999,63,32
19790408,-9999,58,46
19790409,-9999,46,38
19790410,-9999,50,37
19790411,-9999,78,43
19790412,-9999,80,62
19790413,-9999,64,44
19790414,-9999,75,44
19790415,-9999,65,43
19790416,-9999,68,40
19790417,-9999,67,43
19790418,-9999,71,44
19790419,-9999,70,45
19790420,-9999,81,55
19790421,-9999,67,58
19790422,-9999,64,57
19790423,-9999,66,60
19790424,-9999,70,62
19790425,-9999,72,64
19790426,-9999,65,46
19790427,-9999,67,41
19790428,-9999,53,41
19790429,-9999,66,37
19790430,-9999,63,42
19790501,-9999,71,43
19790502,-9999,77,49
19790503,-9999,70,56
19790504,-9999,56,45
19790505,-9999,67,37
19790506,-9999,75,43
19790507,-9999,84,57
19790508,-9999,86,63
19790509,-9999,85,64
19790510,-9999,88,66
19790511,-9999,80,59
19790512,-9999,59,49
19790513,-9999,70,44
19790514,-9999,79,49
19790515,-9999,74,50
19790516,-9999,74,47
19790517,-9999,79,44
19790518,-9999,84,47
19790519,-9999,80,56
19790520,-9999,73,61
19790521,-9999,69,56
19790522,-9999,70,52
19790523,-9999,78,53
19790524,-9999,66,47
19790525,-9999,70,44
19790526,-9999,73,38
19790527,-9999,76,54
19790528,-9999,81,51
19790529,-9999,83,50
19790530,-9999,83,53
19790531,-9999,82,65
19790601,-9999,81,61
19790602,-9999,79,57
19790603,-9999,81,59
19790604,-9999,88,54
19790605,-9999,90,59
19790606,-9999,91,69
19790607,-9999,84,69
19790608,-9999,91,69
19790609,-9999,92,71
19790610,-9999,86,59
19790611,-9999,82,51
19790612,-9999,87,56
19790613,-9999,87,59
19790614,-9999,90,65
19790615,-9999,90,63
19790616,-9999,89,59
19790617,-9999,95,62
19790618,-9999,94,72
19790619,-9999,96,70
19790620,-9999,94,75
19790621,-9999,94,69
19790622,-9999,94,66
19790623,-9999,90,65
19790624,-9999,72,57
19790625,-9999,80,53
19790626,-9999,82,51
19790627,-9999,87,54
19790628,-9999,89,71
19790629,-9999,87,68
19790630,-9999,85,63
19790701,-9999,88,60
19790702,-9999,87,66
19790703,-9999,85,68
19790704,-9999,91,65
19790705,-9999,79,59
19790706,-9999,82,59
19790707,-9999,83,64
19790708,-9999,85,70
19790709,-9999,84,70
19790710,-9999,85,69
19790711,-9999,89,69
19790712,-9999,75,70
19790713,-9999,91,70
19790714,-9999,90,68
19790715,-9999,88,70
19790716,-9999,90,69
19790717,-9999,83,62
19790718,-9999,84,64
19790719,-9999,83,61
19790720,-9999,85,65
19790721,-9999,87,65
19790722,-9999,90,67
19790723,-9999,83,69
19790724,-9999,86,70
19790725,-9999,84,72
19790726,-9999,86,71
19790727,-9999,84,72
19790728,-9999,81,70
19790729,-9999,91,69
19790730,-9999,93,73
19790731,-9999,90,69
19790801,-9999,85,66
19790802,-9999,84,63
19790803,-9999,87,62
19790804,-9999,90,65
19790805,-9999,92,69
19790806,-9999,94,72
19790807,-9999,94,73
19790808,-9999,94,70
19790809,-9999,93,72
19790810,-9999,91,72
19790811,-9999,74,64
19790812,-9999,78,56
19790813,-9999,82,54
19790814,-9999,83,58
19790815,-9999,72,55
19790816,-9999,77,54
19790817,-9999,84,52
19790818,-9999,90,61
19790819,-9999,90,70
19790820,-9999,92,67
19790821,-9999,84,66
19790822,-9999,83,67
19790823,-9999,86,66
19790824,-9999,80,63
19790825,-9999,75,61
19790826,-9999,77,65
19790827,-9999,86,64
19790828,-9999,82,68
19790829,-9999,86,69
19790830,-9999,87,68
19790831,-9999,86,65
19790901,-9999,87,65
19790902,-9999,85,69
19790903,-9999,90,67
19790904,-9999,88,67
19790905,-9999,88,69
19790906,-9999,87,66
19790907,-9999,80,58
19790908,-9999,73,52
19790909,-9999,78,49
19790910,-9999,84,54
19790911,-9999,86,57
19790912,-9999,88,60
19790913,-9999,73,64
19790914,-9999,73,51
19790915,-9999,71,47
19790916,-9999,76,44
19790917,-9999,80,51
19790918,-9999,77,62
19790919,-9999,80,57
19790920,-9999,76,54
19790921,-9999,67,60
19790922,-9999,75,52
19790923,-9999,73,46
19790924,-9999,76,45
19790925,-9999,79,54
19790926,-9999,82,53
19790927,-9999,75,56
19790928,-9999,76,61
19790929,-9999,82,59
19790930,-9999,84,62
19791001,-9999,84,60
19791002,-9999,60,53
19791003,-9999,77,47
19791004,-9999,66,47
19791005,-9999,62,42
19791006,-9999,67,45
19791007,-9999,69,39
19791008,-9999,84,47
19791009,-9999,73,44
19791010,-9999,58,35
19791011,-9999,70,46
19791012,-9999,61,49
19791013,-9999,53,34
19791014,-9999,58,29
19791015,-9999,66,40
19791016,-9999,69,54
19791017,-9999,75,49
19791018,-9999,76,51
19791019,-9999,80,60
19791020,-9999,82,66
19791021,-9999,86,69
19791022,-9999,79,44
19791023,-9999,52,33
19791024,-9999,50,31
19791025,-9999,59,31
19791026,-9999,54,30
19791027,-9999,74,36
19791028,-9999,62,38
19791029,-9999,68,37
19791030,-9999,69,47
19791031,-9999,75,54
19791101,-9999,55,37
19791102,-9999,55,32
19791103,-9999,55,28
19791104,-9999,58,29
19791105,-9999,63,31
19791106,-9999,51,40
19791107,-9999,45,37
19791108,-9999,46,41
19791109,-9999,52,43
19791110,-9999,43,30
19791111,-9999,41,29
19791112,-9999,45,28
19791113,-9999,47,28
19791114,-9999,46,23
19791115,-9999,55,35
19791116,-9999,51,29
19791117,-9999,66,31
19791118,-9999,70,37
19791119,-9999,72,51
19791120,-9999,72,49
19791121,-9999,64,56
19791122,-9999,65,48
19791123,-9999,48,40
19791124,-9999,44,32
19791125,-9999,58,34
19791126,-9999,48,39
19791127,-9999,65,36
19791128,-9999,44,28
19791129,-9999,30,26
19791130,-9999,36,27
19791201,-9999,40,24
19791202,-9999,36,22
19791203,-9999,43,21
19791204,-9999,51,31
19791205,-9999,62,40
19791206,-9999,50,35
19791207,-9999,59,39
19791208,-9999,39,29
19791209,-9999,51,29
19791210,-9999,62,35
19791211,-9999,67,46
19791212,-9999,64,33
19791213,-9999,42,31
19791214,-9999,41,26
19791215,-9999,43,20
19791216,-9999,40,14
19791217,-9999,23,11
19791218,-9999,37,15
19791219,-9999,47,28
19791220,-9999,51,25
19791221,-9999,52,31
19791222,-9999,51,46
19791223,-9999,57,51
19791224,-9999,59,37
19791225,-9999,40,35
19791226,-9999,37,31
19791227,-9999,36,31
19791228,-9999,45,29
19791229,-9999,41,29
19791230,-9999,44,36
19791231,-9999,40,31
19800101,-9999,40,31
19800102,-9999,35,32
19800103,-9999,34,31
19800104,-9999,33,30
19800105,-9999,34,26
19800106,-9999,44,26
19800107,-9999,44,22
19800108,-9999,30,22
19800109,-9999,36,23
19800110,-9999,54,27
19800111,-9999,62,31
19800112,-9999,31,25
19800113,-9999,47,28
19800114,-9999,51,30
19800115,-9999,49,31
19800116,-9999,55,44
19800117,-9999,55,34
19800118,-9999,47,30
19800119,-9999,51,27
19800120,-9999,38,28
19800121,-9999,38,23
19800122,-9999,41,27
19800123,-9999,29,19
19800124,-9999,46,23
19800125,-9999,48,28
19800126,-9999,36,30
19800127,-9999,32,24
19800128,-9999,25,20
19800129,-9999,25,18
19800130,-9999,21,16
19800131,-9999,20,11
19800201,-9999,16,-2
19800202,-9999,22,-3
19800203,-9999,28,7
19800204,-9999,27,2
19800205,-9999,32,18
19800206,-9999,32,24
19800207,-9999,31,17
19800208,-9999,28,22
19800209,-9999,27,23
19800210,-9999,28,7
19800211,-9999,33,10
19800212,-9999,26,3
19800213,-9999,37,4
19800214,-9999,41,19
19800215,-9999,42,30
19800216,-9999,30,12
19800217,-9999,26,9
19800218,-9999,40,14
19800219,-9999,44,36
19800220,-9999,47,37
19800221,-9999,60,39
19800222,-9999,61,39
19800223,-9999,49,37
19800224,-9999,38,29
19800225,-9999,32,18
19800226,-9999,30,10
19800227,-9999,39,28
19800228,-9999,46,26
19800229,-9999,30,16
19800301,-9999,17,9
19800302,-9999,20,4
19800303,-9999,35,3
19800304,-9999,49,30
19800305,-9999,49,26
19800306,-9999,44,22
19800307,-9999,57,32
19800308,-9999,59,36
19800309,-9999,51,30
19800310,-9999,61,30
19800311,-9999,39,25
19800312,-9999,35,31
19800313,-9999,37,32
19800314,-9999,47,31
19800315,-9999,66,30
19800316,-9999,57,49
19800317,-9999,56,33
19800318,-9999,50,27
19800319,-9999,56,37
19800320,-9999,54,43
19800321,-9999,47,35
19800322,-9999,55,28
19800323,-9999,55,38
19800324,-9999,56,39
19800325,-9999,40,37
19800326,-9999,51,37
19800327,-9999,61,33
19800328,-9999,53,48
19800329,-9999,52,46
19800330,-9999,58,46
19800331,-9999,47,40
19800401,-9999,53,35
19800402,-9999,71,37
19800403,-9999,69,49
19800404,-9999,50,34
19800405,-9999,60,32
19800406,-9999,67,36
19800407,-9999,71,51
19800408,-9999,66,53
19800409,-9999,53,46
19800410,-9999,63,43
19800411,-9999,61,41
19800412,-9999,55,44
19800413,-9999,46,38
19800414,-9999,44,36
19800415,-9999,57,35
19800416,-9999,61,32
19800417,-9999,67,35
19800418,-9999,71,43
19800419,-9999,76,40
19800420,-9999,78,44
19800421,-9999,79,51
19800422,-9999,86,49
19800423,-9999,77,57
19800424,-9999,70,42
19800425,-9999,60,35
19800426,-9999,61,46
19800427,-9999,60,47
19800428,-9999,53,41
19800429,-9999,54,47
19800430,-9999,61,47
19800501,-9999,68,49
19800502,-9999,69,47
19800503,-9999,74,49
19800504,-9999,82,50
19800505,-9999,85,51
19800506,-9999,80,53
19800507,-9999,69,41
19800508,-9999,65,38
19800509,-9999,69,34
19800510,-9999,79,39
19800511,-9999,83,70
19800512,-9999,82,67
19800513,-9999,82,54
19800514,-9999,65,46
19800515,-9999,74,44
19800516,-9999,62,54
19800517,-9999,67,61
19800518,-9999,76,59
19800519,-9999,72,59
19800520,-9999,74,55
19800521,-9999,77,56
19800522,-9999,80,57
19800523,-9999,76,63
19800524,-9999,75,62
19800525,-9999,81,60
19800526,-9999,79,58
19800527,-9999,80,52
19800528,-9999,86,55
19800529,-9999,86,62
19800530,-9999,84,69
19800531,-9999,87,71
19800601,-9999,87,72
19800602,-9999,88,73
19800603,-9999,92,68
19800604,-9999,79,60
19800605,-9999,89,62
19800606,-9999,91,72
19800607,-9999,94,68
19800608,-9999,72,52
19800609,-9999,78,51
19800610,-9999,81,56
19800611,-9999,74,48
19800612,-9999,79,50
19800613,-9999,87,52
19800614,-9999,93,60
19800615,-9999,94,72
19800616,-9999,72,60
19800617,-9999,76,53
19800618,-9999,82,57
19800619,-9999,90,56
19800620,-9999,76,48
19800621,-9999,83,59
19800622,-9999,88,54
19800623,-9999,83,67
19800624,-9999,81,66
19800625,-9999,87,64
19800626,-9999,91,69
19800627,-9999,93,72
19800628,-9999,96,73
19800629,-9999,89,69
19800630,-9999,84,60
19800701,-9999,91,64
19800702,-9999,97,73
19800703,-9999,80,70
19800704,-9999,92,73
19800705,-9999,94,79
19800706,-9999,91,73
19800707,-9999,93,72
19800708,-9999,97,82
19800709,-9999,96,80
19800710,-9999,91,78
19800711,-9999,95,75
19800712,-9999,99,78
19800713,-9999,89,77
19800714,-9999,97,73
19800715,-9999,101,77
19800716,-9999,100,75
19800717,-9999,93,72
19800718,-9999,94,66
19800719,-9999,98,69
19800720,-9999,96,75
19800721,-9999,93,73
19800722,-9999,86,69
19800723,-9999,83,65
19800724,-9999,84,61
19800725,-9999,88,62
19800726,-9999,90,64
19800727,-9999,83,70
19800728,-9999,84,68
19800729,-9999,91,64
19800730,-9999,94,69
19800731,-9999,101,77
19800801,-9999,92,74
19800802,-9999,97,77
19800803,-9999,93,76
19800804,-9999,95,73
19800805,-9999,88,74
19800806,-9999,95,73
19800807,-9999,99,74
19800808,-9999,100,74
19800809,-9999,101,74
19800810,-9999,101,75
19800811,-9999,99,74
19800812,-9999,90,68
19800813,-9999,92,67
19800814,-9999,91,73
19800815,-9999,83,74
19800816,-9999,87,74
19800817,-9999,93,73
19800818,-9999,93,76
19800819,-9999,93,73
19800820,-9999,96,74
19800821,-9999,93,67
19800822,-9999,85,64
19800823,-9999,86,63
19800824,-9999,87,59
19800825,-9999,90,63
19800826,-9999,93,64
19800827,-9999,95,66
19800828,-9999,95,67
19800829,-9999,83,68
19800830,-9999,91,66
19800831,-9999,94,70
19800901,-9999,96,72
19800902,-9999,90,65
19800903,-9999,91,63
19800904,-9999,92,69
19800905,-9999,90,67
19800906,-9999,95,66
19800907,-9999,93,64
19800908,-9999,96,67
19800909,-9999,97,68
19800910,-9999,81,54
19800911,-9999,83,50
19800912,-9999,94,54
19800913,-9999,98,65
19800914,-9999,87,60
19800915,-9999,82,57
19800916,-9999,84,59
19800917,-9999,67,51
19800918,-9999,80,49
19800919,-9999,88,53
19800920,-9999,91,62
19800921,-9999,93,74
19800922,-9999,93,69
19800923,-9999,71,61
19800924,-9999,76,57
19800925,-9999,77,60
19800926,-9999,67,44
19800927,-9999,72,48
19800928,-9999,73,52
19800929,-9999,78,48
19800930,-9999,82,59
19801001,-9999,84,54
19801002,-9999,75,52
19801003,-9999,59,42
19801004,-9999,50,37
19801005,-9999,60,35
19801006,-9999,67,33
19801007,-9999,78,50
19801008,-9999,86,51
19801009,-9999,85,58
19801010,-9999,88,57
19801011,-9999,67,43
19801012,-9999,60,35
19801013,-9999,66,31
19801014,-9999,78,40
19801015,-9999,82,56
19801016,-9999,84,61
19801017,-9999,73,65
19801018,-9999,66,46
19801019,-9999,57,39
19801020,-9999,70,39
19801021,-9999,74,42
19801022,-9999,76,46
19801023,-9999,76,50
19801024,-9999,61,44
19801025,-9999,50,33
19801026,-9999,50,29
19801027,-9999,56,37
19801028,-9999,55,38
19801029,-9999,48,32
19801030,-9999,54,28
19801031,-9999,63,32
19801101,-9999,63,39
19801102,-9999,67,35
19801103,-9999,66,39
19801104,-9999,63,42
19801105,-9999,58,31
19801106,-9999,66,29
19801107,-9999,80,55
19801108,-9999,72,42
19801109,-9999,74,48
19801110,-9999,57,40
19801111,-9999,52,33
19801112,-9999,58,33
19801113,-9999,71,36
19801114,-9999,58,44
19801115,-9999,49,41
19801116,-9999,47,35
19801117,-9999,42,35
19801118,-9999,42,31
19801119,-9999,45,26
19801120,-9999,48,25
19801121,-9999,50,29
19801122,-9999,51,26
19801123,-9999,48,42
19801124,-9999,46,35
19801125,-9999,44,30
19801126,-9999,40,30
19801127,-9999,38,34
19801128,-9999,40,34
19801129,-9999,48,31
19801130,-9999,62,32
19801201,-9999,63,50
19801202,-9999,61,27
19801203,-9999,40,26
19801204,-9999,52,28
19801205,-9999,60,47
19801206,-9999,69,48
19801207,-9999,68,50
19801208,-9999,63,46
19801209,-9999,47,39
19801210,-9999,39,31
19801211,-9999,43,33
19801212,-9999,58,38
19801213,-9999,48,27
19801214,-9999,48,25
19801215,-9999,47,38
19801216,-9999,41,30
19801217,-9999,41,24
19801218,-9999,52,35
19801219,-9999,35,15
19801220,-9999,21,10
19801221,-9999,28,13
19801222,-9999,41,16
19801223,-9999,42,32
19801224,-9999,35,14
19801225,-9999,23,7
19801226,-9999,33,23
19801227,-9999,33,21
19801228,-9999,47,17
19801229,-9999,42,31
19801230,-9999,36,33
19801231,-9999,47,33
19810101,-9999,37,33
19810102,-9999,39,28
19810103,-9999,41,17
19810104,-9999,22,13
19810105,-9999,31,9
19810106,-9999,36,30
19810107,-9999,34,5
19810108,-9999,22,9
19810109,-9999,25,8
19810110,-9999,23,7
19810111,-9999,20,4
19810112,-9999,28,2
19810113,-9999,40,25
19810114,-9999,38,17
19810115,-9999,37,26
19810116,-9999,27,14
19810117,-9999,30,13
19810118,-9999,52,23
19810119,-9999,48,25
19810120,-9999,42,36
19810121,-9999,43,33
19810122,-9999,39,32
19810123,-9999,47,26
19810124,-9999,55,26
19810125,-9999,64,33
19810126,-9999,57,41
19810127,-9999,47,27
19810128,-9999,46,24
19810129,-9999,32,23
19810130,-9999,36,23
19810131,-9999,43,18
19810201,-9999,44,25
19810202,-9999,25,11
19810203,-9999,25,10
19810204,-9999,26,12
19810205,-9999,32,7
19810206,-9999,39,24
19810207,-9999,43,24
19810208,-9999,36,18
19810209,-9999,43,16
19810210,-9999,50,20
19810211,-9999,20,4
19810212,-9999,21,3
19810213,-9999,37,14
19810214,-9999,45,20
19810215,-9999,58,27
19810216,-9999,51,44
19810217,-9999,58,43
19810218,-9999,65,42
19810219,-9999,60,44
19810220,-9999,61,38
19810221,-9999,64,33
19810222,-9999,61,45
19810223,-9999,46,38
19810224,-9999,56,33
19810225,-9999,71,31
19810226,-9999,61,39
19810227,-9999,74,39
19810228,-9999,65,41
19810301,-9999,43,35
19810302,-9999,49,29
19810303,-9999,46,24
19810304,-9999,46,38
19810305,-9999,44,32
19810306,-9999,50,29
19810307,-9999,42,27
19810308,-9999,44,23
19810309,-9999,50,25
19810310,-9999,57,30
19810311,-9999,47,29
19810312,-9999,60,28
19810313,-9999,59,31
19810314,-9999,52,25
19810315,-9999,59,28
19810316,-9999,48,29
19810317,-9999,66,33
19810318,-9999,43,30
19810319,-9999,38,30
19810320,-9999,49,26
19810321,-9999,55,31
19810322,-9999,47,39
19810323,-9999,58,32
19810324,-9999,63,28
19810325,-9999,65,31
19810326,-9999,73,47
19810327,-9999,74,46
19810328,-9999,80,45
19810329,-9999,73,56
19810330,-9999,71,50
19810331,-9999,84,47
19810401,-9999,73,43
19810402,-9999,81,38
19810403,-9999,76,56
19810404,-9999,74,47
19810405,-9999,53,36
19810406,-9999,58,33
19810407,-9999,75,40
19810408,-9999,72,51
19810409,-9999,70,53
19810410,-9999,81,53
19810411,-9999,83,64
19810412,-9999,82,63
19810413,-9999,83,62
19810414,-9999,73,45
19810415,-9999,66,38
19810416,-9999,70,40
19810417,-9999,82,64
19810418,-9999,81,60
19810419,-9999,68,56
19810420,-9999,60,43
19810421,-9999,63,38
19810422,-9999,69,49
19810423,-9999,70,55
19810424,-9999,57,43
19810425,-9999,71,36
19810426,-9999,87,52
19810427,-9999,88,60
19810428,-9999,87,65
19810429,-9999,75,59
19810430,-9999,75,55
19810501,-9999,70,47
19810502,-9999,68,41
19810503,-9999,75,41
19810504,-9999,82,49
19810505,-9999,71,59
19810506,-9999,59,48
19810507,-9999,68,42
19810508,-9999,75,42
19810509,-9999,76,60
19810510,-9999,65,47
19810511,-9999,47,44
19810512,-9999,61,37
19810513,-9999,68,49
19810514,-9999,67,49
19810515,-9999,67,48
19810516,-9999,72,50
19810517,-9999,73,53
19810518,-9999,62,49
19810519,-9999,55,47
19810520,-9999,70,48
19810521,-9999,76,44
19810522,-9999,79,49
19810523,-9999,84,55
19810524,-9999,84,61
19810525,-9999,79,60
19810526,-9999,70,64
19810527,-9999,75,60
19810528,-9999,80,57
19810529,-9999,83,60
19810530,-9999,80,66
19810531,-9999,78,59
19810601,-9999,78,66
19810602,-9999,85,65
19810603,-9999,83,70
19810604,-9999,88,70
19810605,-9999,87,72
19810606,-9999,80,70
19810607,-9999,85,63
19810608,-9999,89,68
19810609,-9999,91,79
19810610,-9999,83,65
19810611,-9999,84,64
19810612,-9999,92,69
19810613,-9999,93,75
19810614,-9999,94,74
